商品ID,标题,价格,参数信息,评论数,好评度,热点评论词
40851580303,荣耀畅玩8A 华为智能老人手机 铂光金 全网通3G+32G,618,"华为（HUAWEI）荣耀畅玩8A ,40851580303,0.6kg,其它存储,其它存储卡,1300万像素,800万像素,水滴屏,3020mAh（典型值）,5V/1A,其他,人脸识别",7000,97,"流畅至极,做工精湛,功能齐全,手感一流,色彩饱满,色彩艳丽,拍照一流,"
26852496169,华为（HUAWEI） 荣耀畅玩8A 全网通 智能手机 (3+32G)幻夜黑,618,"华为（HUAWEI）荣耀畅玩8A,26852496169,150.00g,3GB,其它存储,其它存储卡,1300万像素,800万像素,其他,3020mAh（典型值）,5V/1A,黑色,其他",2700,97,"声音洪亮,毫无卡顿,清晰度高,看电影首选,厚薄适宜,"
40776684811,荣耀畅玩8A 全网通手机 全面屏智能老人老年学生华为（HUAWEI）手机 幻夜黑 3+32G 全网通,629,"荣耀畅玩8A 全网通手机 全面屏智能老人老年学生华为（HUAWEI）手机 幻夜黑 3+32G 全网通,40776684811,1.0kg,其他,其它内存,其它存储,其它存储卡,其他,800万像素,200万像素,其他英寸,其它分辨率,其它屏幕比例,其他,以官网信息为准,其他,其他,人脸识别,Android(安卓)",3800,97,"声音洪亮,完美运行,清晰度高,操作简便,持久耐用,相素一流,内存充足,握感舒适,做工精湛,新颖别致,"
26969736866,华为（HUAWEI） 荣耀畅玩7A 全网通移动联通电信4G 全面屏智能老人老年手机 双卡双待 极光蓝（3GRAM+32G ROM）,629,"华为（HUAWEI）畅玩7A,26969736866,300.00g,其它存储,其它存储卡,其他,其他,其他,3000mAh（典型容量）,5V/1A,蓝色,其他",3600,99,"字迹清晰,从未卡机,"
45984971055,华为荣耀畅玩8A 全网通4G智能手机 金色 3+32G,639,"华为荣耀畅玩8A 全网通4G智能手机 金色 3+32G,45984971055,400.00g,3GB,其它存储,支持MicroSD(TF),1300万像素,800万像素,其他,3020,其他,其他",100,100,"续航出色,完美运行,清晰度高,声音洪亮,毫无卡顿,音质上乘,"
35458467006,华为（HUAWEI） 荣耀畅玩8A（7天价保） 全网通4G 智能老人手机 铂光金 （3G+32G）,639,"华为（HUAWEI）畅玩8A,35458467006,150.00g,中国大陆,3GB,32GB,支持MicroSD(TF),1300万像素,800万像素,其他,3020mAh（典型值）,5V/1A,混合色,人脸识别,其他",1700,97,"毫无卡顿,简单好看,性能一流,质感俱佳,"
63706365023,华为（HUAWEI） 荣耀畅玩6A 全网通公开版4G 手机 智能手机移动联通电信4G指纹识别 荣耀8A幻夜黑 全网通 3GB+32GB,639,"华为（HUAWEI） 荣耀畅玩6A 全网通公开版4G 手机 智能手机移动联通电信4G指纹识别 荣耀8A幻夜黑 全网通 3GB+32GB,63706365023,400.00g,16GB,支持MicroSD(TF),1300万像素,500万像素,其他,3020,其他,金色,其他",100,98,"功能实用,"
40854489483,荣耀 畅玩8A 手机【荣耀直供】 极光蓝 全网通 3GB+32GB,649,"华为（HUAWEI）荣耀畅玩8A,40854489483,500.00g,3GB,其它存储,其它存储卡,1300万像素,800万像素,其他,3020mAh（典型值）,其他,蓝色",7900,97,"反应超快,待机给力,声音洪亮,清晰度高,操作简便,功能齐全,简洁大气,照片清晰,做工精湛,美颜神器,"
34557370681,华为（HUAWEI） 荣耀V9 Play 手机 全网通4G 双卡双待 安卓智能 移动联通电信4 铂光金 全网通4G （3GB+32GB）,649,"华为（HUAWEI） 荣耀V9 Play 手机 全网通4G 双卡双待 安卓智能 移动联通电信4 铂光金 全网通4G （3GB+32GB）,34557370681,0.6kg,32GB,支持MicroSD(TF),1300万像素,800万像素,老式屏幕(16:9),3000,5V/1A,金色,其他",70,97,nan
59583513415,华为（HUAWEI）荣耀畅玩8A 移动联通电信通4G 全面屏智能老人学生手机 双卡双待 极光蓝 全网通 3+32GB,649,"华为（HUAWEI）荣耀畅玩8A 移动联通电信通4G 全面屏智能老人学生手机 双卡双待 极光蓝 全网通 3+32GB,59583513415,1.0kg,其它内存,32GB,支持MicroSD(TF),1300万像素,800万像素,水滴屏,3020,5V/1A,混合色,人脸识别,其他",3,100,nan
23195966690,华为（HUAWEI） 畅享6S 移动联通电信全网通4G手机（3G+32G） 双卡双待 金色 公开全网通,658,"华为（HUAWEI） 畅享6S 移动联通电信全网通4G手机（3G+32G） 双卡双待 金色 公开全网通,23195966690,1.0kg,其他,32GB,其它存储卡,后置单摄,1300万像素,500万像素,5.0英寸,其它屏幕比例,其他,3020mAh（典型值）,5V/1A,金色,Android(安卓),移动4G+",400,99,nan
62612926491,华为（HUAWEI） 华为畅享7 全网通4G智能手机 双卡双待 指纹识别移动联通电信4G 香槟金 全网通2+16GB,659,"华为（HUAWEI） 华为畅享7 全网通4G智能手机 双卡双待 指纹识别移动联通电信4G手机 香槟金 全网通2+16GB,62612926491,1.0kg,其他,2GB,其它存储,支持MicroSD(TF),后置单摄,其他,其他,5.0英寸,高清HD+,其它屏幕比例,其他,3020,5V/1A,金色,其他,Android(安卓)",60,90,nan
60270559488,华为（HUAWEI） 荣耀9青春版移动联通电信4G全面屏手机 双卡双待 蓝色 全网通4G（3GB运存+32GB内存）,666,"华为（HUAWEI） 荣耀9青春版移动联通电信4G全面屏手机 双卡双待 蓝色 全网通4G（3GB运存+32GB内存）,60270559488,1.0kg,3GB,64GB,支持MicroSD(TF),1200万像素,1200万像素,其他,3000mAh,其他,蓝色",100,96,nan
64507399158,华为（HUAWEI） 荣耀6X畅玩6X移动联通电信全网通4G手机 双卡双待5.5英寸屏 蓝色 公开全网通4G(4GB运存+32GB内存),666,"华为（HUAWEI） 荣耀6X,64507399158,1.0kg,32GB,支持MicroSD(TF),1200万像素,800万像素,其他,3340,其他,灰色",400,98,nan
56224017525,华为（HUAWEI）荣耀畅玩8A 全网通4G 全面屏智能手机 双卡双待 极光蓝 3GB+32GB,668,"华为（HUAWEI）荣耀畅玩8A 全网通4G 全面屏智能手机 双卡双待 极光蓝 3GB+32GB,56224017525,1.0kg,其他,3GB,32GB,其它存储卡,后置单摄,1300万像素,800万像素,6.088英寸,其它分辨率,其它屏幕比例,其他,3020,5V/1A,蓝色,Android(安卓)",80,100,nan
57825740459,荣耀Play3e 华为智能老人手机 幻夜黑 全网通3G+64G,669,"华为（HUAWEI）荣耀Play3e,57825740459,0.6kg,3GB,其它存储,其它存储卡,1300万像素,500万像素,其他,3020mAh（典型值）,5V/1A,黑色",500,93,"反应超快,使用顺手,"
54903900634,华为（HUAWEI） 荣耀7C 畅玩7C 全面屏全网通移动联通电信4G 安卓智能手机 铂光金 全网通3+32GB,679,"华为（HUAWEI） 荣耀7C 畅玩7C 全面屏全网通移动联通电信4G 安卓智能手机 铂光金 全网通3+32GB,54903900634,1.0kg,其它内存,32GB,支持MicroSD(TF),200万像素,200万像素,其他,3000mAh,5V/1A,混合色",50,92,nan
33370308770,华为（HUAWEI） 荣耀8青春版移动联通电信全网通4G手机双卡双待 流光金 移动全网通4G（4GB运存 32GB内存）,688,"华为（HUAWEI）荣耀8青春版,33370308770,1.0kg,32GB,支持MicroSD(TF),1200万像素,800万像素,其他,0,其他,金色,其他",400,97,"触感舒适,"
27530291955,华为（HUAWEI） 畅享8e 移动联通电信全网通4G 全面屏智能手机 双卡双待 金色 公开全网通（3GB运存+32GB内存）,688,"华为（HUAWEI）畅享8e ,27530291955,1.0kg,32GB,支持MicroSD(TF),1300万像素,500万像素,其他,3000mAh(典型值）,其他,金色",20,100,nan
31865442222,华为（HUAWEI） 荣耀9青春版 全网通4G 全面屏5.65英寸 人脸识别 麒麟659娱乐拍照 魅海蓝 3+32GB,698,"华为（HUAWEI） 荣耀9青春版 全网通4G 全面屏5.65英寸 人脸识别 麒麟659娱乐拍照手机 魅海蓝 3+32GB,31865442222,320.00g,3GB,32GB,支持MicroSD(TF),1300万像素,1300万像素,其他,3000,5V/2A,蓝色,VOLTE 4G通话",100,97,nan
29705697023,华为 畅享8e 全面屏手机老年人智能手机移动 金色 3G+32GB,698,"华为（HUAWEI）畅享8e,29705697023,300.00g,32GB,其它存储卡,200万像素,500万像素,其他,3000mAh,5V/1A,金色",100,100,nan
56965360009,荣耀play3e手机 极光蓝 全网通 3GB+64GB,699,"荣耀play3e手机 极光蓝 全网通 3GB+64GB,56965360009,500.00g,3GB,64GB,支持MicroSD(TF),1300万像素,500万像素,其他,3020,5V/1A,蓝色",100,100,"流畅至极,颜色绚丽,毫无卡顿,小巧精致,音质上乘,系统简洁,"
27965433477,华为（HUAWEI） 畅享8e 青春版 全面屏4G手机 金色 32G内存,699,"华为（HUAWEI）畅享8e 青春版,27965433477,320.00g,其他,其他,其它存储,其它存储卡,其他,其他,其他,5.45英寸,其它分辨率,其它屏幕比例,其他,3020mAh（典型值）,5V/1A,其他,Android(安卓)",200,96,"清晰度高,"
52673309474,华为（HUAWEI） 荣耀畅玩8 手机 智能老人手机 幻夜黑（送壳+膜）,699,"华为（HUAWEI）畅玩8,52673309474,300.00g,2GB,32GB,其它存储卡,1300万像素,500万像素,其他,3020mAh（典型值） 2920mAh（最小值）,5V/1A,黑色",100,96,"操作简便,"
52201630622,【12期免息】华为荣耀畅玩8A 智能老人学生手机 幻夜黑 公开全网通(3GB+32GB),699,"【12期免息】华为荣耀畅玩8A 智能老人学生手机 幻夜黑 公开全网通(3GB+32GB),52201630622,1.0kg,其他,其它内存,32GB,支持MicroSD(TF),后置单摄,1300万像素,800万像素,6.088英寸,其它分辨率,其他,3020mAh（典型值）,5V/1A,混合色,Android(安卓),其他",30,100,nan
53733919166,华为（HUAWEI）畅享 9e 大音量高像素珍珠屏 全网通版双4G手机 宝石蓝 全网通 3GB+32GB,699,"华为（HUAWEI）华为畅享 9e,53733919166,500.00g,中国大陆,其他,3GB,其它存储,支持MicroSD(TF),后置单摄,1300万像素,800万像素,6.088英寸,其它分辨率,18:9,水滴屏,3020mAh（典型值）,5V/1A,蓝色,人脸识别,Android(安卓),其他,VOLTE 4G通话",0,100,nan
58739145995,华为（HUAWEI） 畅享8e 青春版 全面屏4G手机 金色32G,699,"华为（HUAWEI） 畅享8e 青春版 全面屏4G手机 金色32G,58739145995,300.00g,其他,其它内存,其它存储,其它存储卡,后置单摄,其他,其他,5.45英寸,其它分辨率,其它屏幕比例,其他,3020mAh(典型值),其他,其他,Android(安卓),其他,其他",50,100,"流畅至极,颜色绚丽,清晰度高,待机给力,"
57051293780,荣耀Play3e手机 华为智能老人手机 铂光金 全网通 3GB+64GB,699,"荣耀Play3e手机 华为智能老人手机 铂光金 全网通 3GB+64GB,57051293780,380.00g,3GB,其它存储,其它存储卡,1300万像素,500万像素,其他, 3020mAh（典型值） ,其他,金色",1,100,nan
57245986921,华为（HUAWEI）荣耀畅玩8 全网通手机 幻夜黑 (2G+32G),699,"华为（HUAWEI）荣耀畅玩8 全网通手机 幻夜黑 (2G+32G),57245986921,200.00g,其它内存,其它存储,其它存储卡,其他,其他,其他,3020mh,其他,其他,其他",30,100,"操作简单,"
54840467801,华为畅享9e手机 移动全网通 幻夜黑 3G+64G,709,"华为畅享9e手机 移动全网通 幻夜黑 3G+64G,54840467801,380.00g,3GB,其它存储,支持MicroSD(TF),1300万像素,800万像素,其他,3020mAh（典型值）,5V/1A,黑色",600,98,"完美运行,清晰度高,"
44038082966,华为畅享9e手机全网通智能手机 宝石蓝 3G+64G,718,"华为（HUAWEI）畅享9e,44038082966,320.00g,3GB,其它存储,支持MicroSD(TF),1300万像素,800万像素,其他,3020mAh（典型值）,5V/1A,蓝色,其他",1600,96,"清晰度高,性能一流,内存充足,"
46976062031,华为（HUAWEI）畅享9e 老人学生 手机 宝石蓝 全网通 (3GB RAM+64GB ROM),719,"华为（HUAWEI）畅享9e,46976062031,1.0kg,64GB,其它存储卡,1300万像素,800万像素,其他,3020,5V/1A,蓝色,快速充电,其他",30,100,nan
44108166103,华为（HUAWEI）畅享 9e 移动4G版全网通 珍珠全面屏智能老人手机 宝石蓝 (3G RAM+64G ROM),728,"华为（HUAWEI）畅享 9e,44108166103,320.00g,64GB,支持MicroSD(TF),1300万像素,800万像素,水滴屏,3020mAh（典型值）,5V/1A,蓝色",1700,98,"操作简便,完美运行,声音洪亮,足够快速,待机给力,灵敏度高,做工精湛,"
47024721478,荣耀畅玩8C 华为 老人手机 移动联通电信全网通4G 双卡双待 幻夜黑 4G+ 32G,728,"荣耀畅玩8C 华为 老人手机 移动联通电信全网通4G 双卡双待 幻夜黑 4G+ 32G,47024721478,164.00g,其它内存,其它存储,支持MicroSD(TF),1300万像素,800万像素,其他,4000mAh（典型值） 3900mAh（最小值）,5V/2A,其他,人脸识别,其他",3900,98,"反应超快,使用简便,操作简便,"
31512956007,华为（HUAWEI） 畅享8e 移动联通电信全网通4G 全面屏智能手机 双卡双待 金色 (3G RAM+32G ROM),728,"华为（HUAWEI）畅享8e,31512956007,300.00g,3GB,32GB,支持MicroSD(TF),1300万像素,200万像素,老式屏幕(16:9),3000,5V/1A,金色,人脸识别,其他",3700,99,"反应超快,操作简便,"
44039700346,华为畅享9e 手机 宝石蓝 全网通(3+64GB),728,"华为（HUAWEI）畅享9e,44039700346,500.00g,其它存储,其它存储卡,1300万像素,800万像素,其他,3020mAh（典型值）,其他,蓝色,VOLTE 4G通话",400,91,"声音洪亮,清晰度高,"
57130993186,华为荣耀 play3e 智能老年机手机 全网通版 双卡双待 幻夜黑 全网通3G+64G,728,"华为（HUAWEI）荣耀play3e,57130993186,500.00g,3GB,其它存储,其它存储卡,1300万像素,500万像素,其他,3020mAh(典型值) 2920mAh(最小值),5V/1A,黑色",4,100,nan
50928559830,华为畅享9e 手机【大音量】 幻夜黑 3G+64G 全网通,729,"华为畅享9e 手机【大音量】 幻夜黑 3G+64G 全网通,50928559830,1.0kg,3GB,其它存储,其它存储卡,1300万像素,800万像素,其他,3020mAh（典型值）,其他,黑色,其他",2200,99,"完美运行,待机给力,拍照一流,声音洪亮,清晰度高,手感一流,色彩饱满,使用方便,颜色绚丽,配置高端,"
50939068000,华为 畅享9e 全网通智能手机【下单送好礼】 宝石蓝 移动4G+全网通（3G+64GB）,729,"华为 畅享9e 全网通智能手机【下单送好礼】 宝石蓝 移动4G+全网通（3G+64GB）,50939068000,100.00g,其它内存,其它存储,支持MicroSD(TF),1300万像素,800万像素,其他,3020mAh（典型值）,5V/1A,其他",700,98,nan
30568184254,华为（HUAWEI） 荣耀7A 畅玩7A 手机 全网通4G 极光蓝 全网通移动版(3GB+32GB)人脸识别*指纹识别,729,"华为（HUAWEI） 荣耀7A 畅玩7A 手机 全网通4G 极光蓝 全网通移动版(3GB+32GB)人脸识别*指纹识别,30568184254,500.00g,其它存储,其它存储卡,1300万像素,800万像素,其他,3000mAh（典型容量）,其他,其他,VOLTE 4G通话",300,98,nan
58641143320,华为畅享9e 手机 网通智能老人手机 学生智能手机 摩登黑(3+64GB) 全网通 双卡,738,"华为（HUAWEI）华为畅享 9e,58641143320,500.00g,3GB,其它存储,其它存储卡,1300万像素,800万像素,其他,3020mAh（典型值）,5V/1A,黑色",200,100,nan
34240993733,华为（HUAWEI） 荣耀畅玩8c 全面屏智能老年老人 手机 原装正品 当天发货 幻夜黑 全网通（4G+32G）,739,"华为（HUAWEI） 荣耀畅玩8c 全面屏智能老年老人 手机  原装正品 当天发货 幻夜黑 全网通（4G+32G）,34240993733,500.00g,其他,其它存储,支持MicroSD(TF),其他,其他,其他,6.26英寸,其它分辨率,其它屏幕比例,其他,4000mAh（典型值） 3900mAh（最小值）,5V/2A,黑色,人脸识别,Android(安卓)",4000,98,"清晰度高,完美运行,内存充足,漂亮大方,简单好看,电池耐用,声音洪亮,声音清晰,使用简便,操作简便,"
44079467758,华为畅享9e手机全网通老年人智能机(3G+64G) 宝石蓝,739,"华为（HUAWEI）畅享9e,44079467758,315.00g,64GB,支持MicroSD(TF),800万像素,1300万像素,其他,3020mAh（典型值）,5V/1A,蓝色,人脸识别",30,83,"毫无卡顿,"
41576904930,华为畅享9e手机 宝石蓝 3G+64G 全网通,739,"华为（HUAWEI）华为畅享 9e,41576904930,200.00g,其它存储,其它存储卡,1300万像素,800万像素,其他,3020mAh（典型值）,5V/1A,黑色",200,98,"流畅至极,完美运行,清晰度高,像素一流,手感一流,声音洪亮,待机给力,操作简单,"
45567349007,华为 HUAWEI 畅享9e 手机【10天价保+90天碎屏险】实力大音量 全网通双4G 宝石蓝 3G+64GB全网通,748,"华为（HUAWEI）畅享9e,45567349007,500.00g,其它存储,支持MicroSD(TF),1300万像素,800万像素,其他,3020mAh（典型值）,5V/1A,其他",30,100,nan
45483312639,华为（HUAWEI）畅享 9e 全网通版移动联通电信4G 双卡双待全面珍珠屏老年老人 幻夜黑 (3G RAM+64G ROM),749,"华为（HUAWEI）畅享 9e,45483312639,320.00g,64GB,支持MicroSD(TF),1300万像素,800万像素,水滴屏,3020mAh（典型值）,5V/1A,黑色,人脸识别,其他,≥90%,超大字体,智能机(老龄模式)",7500,98,"完美运行,功能齐全,清晰度高,声音洪亮,使用简便,待机给力,厚薄适宜,设计一流,"
62326458589,华为畅享9e手机 幻夜黑 全网通3G+64G,749,"华为（HUAWEI）MRD-AL00,62326458589,500.00g,其他,3GB,64GB,支持MicroSD(TF),其他,其他,其他,其他英寸,高清HD+,其它屏幕比例,其他,以官网信息为准,5V/1A,黑色,Android(安卓)",50,100,nan
49418644440,华为（HUAWEI） 荣耀7x 畅玩7X 移动联通电信全网通4G全面屏智能手机 双卡双待 铂光金 公开全网通(4GB运存+32GB内存),749,"华为（HUAWEI）荣耀7x手机,49418644440,1.0kg,64GB,支持MicroSD(TF),1600万像素,800万像素,其他,3340,其他,金色",70,97,nan
49418644440,华为（HUAWEI） 荣耀7x 畅玩7X 移动联通电信全网通4G全面屏智能手机 双卡双待 铂光金 公开全网通(4GB运存+32GB内存),749,"华为（HUAWEI）荣耀7x手机,49418644440,1.0kg,64GB,支持MicroSD(TF),1600万像素,800万像素,其他,3340,其他,金色",70,97,nan
